Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Popularity_Level
Psi-Ops: The Mindgate Conspiracy,XB,2004.0,Shooter,Midway Games,0.13,0.04,0.0,0.01,0.17,84.0,55.0,7.9,18.0,Midway,M,Low
X-Men: The Official Game,X360,2006.0,Action,Activision,0.16,0.0,0.0,0.01,0.17,52.0,57.0,6.1,20.0,"Z-Axis, Ltd.",T,Low
SWAT: Global Strike Team,XB,2003.0,Shooter,Vivendi Games,0.13,0.04,0.0,0.01,0.17,69.0,22.0,6.3,7.0,Argonaut Games,M,Low
Horrid Henry: Missions of Mischief,DS,2010.0,Adventure,SouthPeak Games,0.01,0.14,0.0,0.02,0.17,71.0,21.0,7.5,24.0,Asylum Entertainment,E,Low
Cabela's Legendary Adventures,PSP,2008.0,Sports,Activision,0.16,0.0,0.0,0.02,0.17,71.0,21.0,7.5,24.0,FUN Labs,T,Low
Pictionary,DS,2010.0,Puzzle,THQ,0.09,0.06,0.0,0.02,0.17,71.0,21.0,7.5,24.0,ImaginEngine,E,Low
Hitman: HD Trilogy,X360,2013.0,Action,Square Enix,0.07,0.08,0.0,0.02,0.17,69.0,14.0,7.2,45.0,Io Interactive,M,Low
MX World Tour Featuring Jamie Little,PS2,2005.0,Racing,Play It,0.08,0.07,0.0,0.02,0.17,52.0,4.0,7.5,24.0,Impulse Games,E,Low
Goblin Commander: Unleash the Horde,PS2,2003.0,Strategy,Jaleco,0.08,0.07,0.0,0.02,0.17,68.0,21.0,8.7,14.0,Jaleco Entertainment,T,Low
uDraw Studio: Instant Artist,Wii,2011.0,Misc,THQ,0.06,0.09,0.0,0.02,0.17,71.0,21.0,7.5,24.0,THQ,E,Low
Hello Kitty: Happy Party Pals,GBA,2005.0,Misc,THQ,0.12,0.05,0.0,0.0,0.17,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Jikkyou Powerful Pro Baseball 2016,PS4,2016.0,Sports,Konami Digital Entertainment,0.0,0.0,0.17,0.0,0.17,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Backyard NFL Football '09,PS2,2008.0,Sports,Atari,0.08,0.07,0.0,0.02,0.17,71.0,21.0,7.5,24.0,Ubisoft,E,Low
World Destruction League: Thunder Tanks,PS2,2000.0,Action,3DO,0.08,0.07,0.0,0.02,0.17,65.0,16.0,5.9,7.0,3DO,T,Low
Tom Clancy's Ghost Recon: Future Soldier,PC,2012.0,Shooter,Ubisoft,0.05,0.1,0.0,0.02,0.17,71.0,13.0,4.9,368.0,Ubisoft Paris,M,Low
Backyard Baseball '10,PS2,2009.0,Sports,Atari,0.08,0.07,0.0,0.02,0.17,71.0,21.0,7.5,24.0,Farsight Studios,E,Low
Resident Evil Director's Cut: Dual Shock Edition,PS,1997.0,Action,Capcom,0.0,0.0,0.16,0.01,0.17,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Broken Sword: Shadows of the Templars - The Director's Cut,DS,2009.0,Adventure,Ubisoft,0.07,0.08,0.0,0.02,0.17,71.0,21.0,7.5,24.0,Ubisoft,E,Low
PlayStation Move Heroes,PS3,2011.0,Platform,Sony Computer Entertainment,0.08,0.06,0.0,0.03,0.17,53.0,39.0,6.1,16.0,Nihilistic,E10+,Low
The King of Fighters '95,PS,1996.0,Fighting,Sony Computer Entertainment,0.0,0.0,0.16,0.01,0.17,71.0,21.0,7.5,24.0,Ubisoft,E,Low
RoadKill,PS2,2003.0,Action,Midway Games,0.08,0.07,0.0,0.02,0.17,71.0,27.0,7.9,11.0,Terminal Reality,M,Low
Hanjuku Eiyuu Tai 3D,PS2,2003.0,Role-Playing,Square Enix,0.0,0.0,0.17,0.0,0.17,71.0,21.0,7.5,24.0,Ubisoft,E,Low
.hack//G.U. Vol.3//Redemption,PS2,2007.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Super Robot Taisen Compact 2 Dai-1-Bu,WS,2000.0,Strategy,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Looney Tunes: Back in Action,GC,2003.0,Platform,Warner Bros. Interactive Entertainment,0.13,0.03,0.0,0.0,0.17,64.0,6.0,5.0,4.0,Warthog,E,Low
Marvel Super Hero Squad: The Infinity Gauntlet,PS3,2010.0,Action,THQ,0.12,0.03,0.0,0.02,0.17,54.0,6.0,7.5,24.0,THQ,E10+,Low
The Chronicles of Narnia: Prince Caspian,PS3,2008.0,Action,Disney Interactive Studios,0.14,0.01,0.0,0.02,0.17,56.0,16.0,5.6,8.0,Traveller's Tales,T,Low
Tak: The Great Juju Challenge,GBA,2005.0,Platform,THQ,0.12,0.05,0.0,0.0,0.17,52.0,6.0,7.5,24.0,WayForward,E,Low
Yu-Gi-Oh! Zexal World Duel Carnival,3DS,2013.0,Misc,Konami Digital Entertainment,0.0,0.08,0.08,0.01,0.17,71.0,21.0,7.5,24.0,Ubisoft,E,Low
SingStar Motown,PS3,2009.0,Misc,Sony Computer Entertainment,0.0,0.15,0.0,0.02,0.17,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Macross Ultimate Frontier,PSP,2009.0,Action,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Top Spin 2,X360,2006.0,Sports,Take-Two Interactive,0.15,0.0,0.0,0.01,0.17,75.0,52.0,6.8,25.0,Pam Development,E,Low
Hunter: The Reckoning Redeemer,XB,2003.0,Action,Interplay,0.13,0.04,0.0,0.01,0.17,72.0,26.0,8.6,5.0,High Voltage Software,M,Low
Age of Empires III: Complete Collection,PC,2009.0,Strategy,Microsoft Game Studios,0.01,0.12,0.0,0.03,0.17,71.0,21.0,8.5,41.0,Microsoft Game Studios,T,Low
Captain America: Super Soldier,X360,2011.0,Action,Sega,0.11,0.05,0.0,0.01,0.17,60.0,48.0,6.4,37.0,Next Level Games,T,Low
Tokyo Xtreme Racer,DC,1999.0,Racing,Genki,0.0,0.0,0.17,0.0,0.17,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Fighter Maker,PS,1998.0,Fighting,Agetec,0.05,0.04,0.07,0.01,0.17,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Danganronpa 2: Goodbye Despair,PSV,2014.0,Misc,Nippon Ichi Software,0.08,0.05,0.0,0.04,0.17,81.0,50.0,8.7,140.0,Spike Chunsoft,M,Low
Thief: Deadly Shadows,XB,2004.0,Action,Eidos Interactive,0.13,0.04,0.0,0.01,0.17,82.0,61.0,7.3,12.0,Ion Storm,M,Low
Monkey Island: Special Edition Collection,PC,2011.0,Adventure,LucasArts,0.0,0.14,0.0,0.03,0.17,71.0,21.0,7.5,24.0,Ubisoft,E,Low
MotoGP 10/11,PS3,2011.0,Racing,Capcom,0.04,0.1,0.0,0.03,0.17,68.0,32.0,6.1,23.0,Monumental Games,E,Low
NBA 09: The Inside,PSP,2008.0,Sports,Sony Computer Entertainment,0.16,0.0,0.0,0.01,0.17,79.0,9.0,7.4,7.0,SCEA San Diego Studios,E,Low
Batman Begins,GBA,2005.0,Action,Electronic Arts,0.12,0.05,0.0,0.0,0.17,61.0,5.0,6.9,9.0,Vicarious Visions,E10+,Low
Mercury Meltdown Revolution,Wii,2007.0,Action,Ignition Entertainment,0.16,0.0,0.0,0.01,0.17,77.0,41.0,7.4,16.0,Ignition Entertainment,E,Low
Glover,PS,1999.0,Platform,Atari,0.09,0.06,0.0,0.01,0.17,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Dragon Ball GT: Game Boy Advance Video Volume 1,GBA,2004.0,Misc,Electronic Arts,0.12,0.05,0.0,0.0,0.17,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Country Dance: All Stars,X360,2012.0,Action,GameMill Entertainment,0.16,0.0,0.0,0.01,0.17,71.0,21.0,5.2,5.0,High Voltage Software,E10+,Low
Let's TAP,Wii,2008.0,Misc,Sega,0.08,0.06,0.01,0.02,0.17,70.0,47.0,6.6,11.0,Prope,E,Low
James Cameron's Dark Angel,PS2,2007.0,Action,Universal Interactive,0.08,0.07,0.0,0.02,0.17,48.0,17.0,6.5,19.0,Radical Entertainment,T,Low
Mahjong Fight Club,PSP,2004.0,Misc,Konami Digital Entertainment,0.0,0.0,0.17,0.0,0.17,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Turok 3: Shadow of Oblivion,N64,2000.0,Shooter,Acclaim Entertainment,0.12,0.05,0.0,0.0,0.17,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Bomberman 64: The Second Attack!,N64,1999.0,Adventure,Hudson Soft,0.05,0.01,0.11,0.0,0.17,71.0,21.0,7.5,24.0,Ubisoft,E,Low
World Driver Championship,N64,1999.0,Racing,Midway Games,0.14,0.03,0.0,0.0,0.17,71.0,21.0,7.5,24.0,Ubisoft,E,Low
The Lord of the Rings: Aragorn's Quest,PS3,2010.0,Action,Warner Bros. Interactive Entertainment,0.1,0.04,0.0,0.02,0.17,58.0,12.0,6.0,8.0,TT Fusion,T,Low
Spawn: Armageddon,XB,2003.0,Action,Electronic Arts,0.13,0.04,0.0,0.01,0.17,57.0,27.0,9.2,5.0,Point of View,M,Low
Project X Zone 2: Brave New World,3DS,2015.0,Role-Playing,Namco Bandai Games,0.05,0.03,0.08,0.01,0.17,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Codename: Kids Next Door: Game Boy Advance Video Volume 1,GBA,2004.0,Misc,Electronic Arts,0.12,0.05,0.0,0.0,0.17,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Pokémon Beach Blank-out Blastoise / Go West Young Meowth Game Boy Advance Video,GBA,2004.0,Misc,Nintendo,0.12,0.05,0.0,0.0,0.17,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Major League Baseball 2K9,PS2,2009.0,Sports,Spike,0.08,0.06,0.0,0.02,0.17,71.0,21.0,5.4,5.0,2K Sports,E,Low
Gundam Assault Survive,PSP,2010.0,Action,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Bee Movie Game,X360,2007.0,Action,Activision,0.16,0.0,0.0,0.01,0.17,71.0,25.0,5.8,13.0,Beenox,E,Low
Luxor 3,Wii,2008.0,Puzzle,Mumbo Jumbo,0.16,0.0,0.0,0.01,0.17,71.0,21.0,7.5,24.0,MumboJumbo,E,Low
Disney TH!NK Fast: The Ultimate Trivia Showdown,PS2,2008.0,Misc,Disney Interactive Studios,0.08,0.06,0.0,0.02,0.17,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Jikkyou Powerful Pro Yakyuu 2013,PSP,2013.0,Sports,Konami Digital Entertainment,0.0,0.0,0.17,0.0,0.17,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Fate/Stay Night [Réalta Nua],PS2,2007.0,Adventure,Kadokawa Shoten,0.0,0.0,0.17,0.0,0.17,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Disney's Home on the Range,GBA,2004.0,Action,Disney Interactive Studios,0.12,0.04,0.0,0.0,0.17,65.0,4.0,7.5,24.0,Artificial Mind and Movement,E,Low
The Rise of the Argonauts,X360,2008.0,Role-Playing,Codemasters,0.03,0.12,0.0,0.01,0.17,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Conception II: Children of the Seven Stars,PSV,2013.0,Role-Playing,Screenlife,0.1,0.0,0.04,0.03,0.17,62.0,24.0,7.6,118.0,Spike,M,Low
Deus Ex: Mankind Divided,XOne,2016.0,Role-Playing,Square Enix,0.09,0.06,0.0,0.01,0.17,83.0,18.0,7.2,175.0,Eidos Montreal,M,Low
Space Griffon VF-9,PS,1995.0,Role-Playing,Panther Software,0.02,0.02,0.12,0.01,0.17,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Professor Heinz Wolff's Gravity,Wii,2008.0,Puzzle,Deep Silver,0.04,0.12,0.0,0.02,0.17,63.0,12.0,7.7,7.0,Deep Silver,E,Low
.hack//G.U. Vol.1//Rebirth,PS2,2006.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Transformers: Dark of the Moon,Wii,2011.0,Action,Activision,0.09,0.06,0.0,0.02,0.17,71.0,21.0,7.5,24.0,Ubisoft,E,Low
FaceBreaker,PS3,2008.0,Fighting,Electronic Arts,0.13,0.02,0.0,0.02,0.17,53.0,37.0,3.8,20.0,EA Canada,T,Low
Star Wars: Battlefront II,PC,2005.0,Shooter,LucasArts,0.02,0.13,0.0,0.02,0.17,78.0,23.0,8.8,431.0,Pandemic Studios,T,Low
Michael Jackson: The Experience 3D,3DS,2011.0,Misc,Ubisoft,0.13,0.03,0.0,0.01,0.17,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Gyakuten Saiban 3,GBA,2004.0,Adventure,Capcom,0.0,0.0,0.16,0.0,0.17,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Digimon Story: Cyber Sleuth,PSV,2015.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17,71.0,21.0,8.8,92.0,Media Vision,T,Low
Gallop Racer 2001,PS2,2001.0,Sports,Tecmo Koei,0.05,0.04,0.06,0.01,0.17,71.0,11.0,9.1,56.0,Tecmo,E,Low
Hellboy: The Science of Evil,PS3,2008.0,Action,Konami Digital Entertainment,0.13,0.02,0.0,0.02,0.17,47.0,23.0,6.1,10.0,Krome Studios,T,Low
Nightmare Creatures II,PS,2000.0,Action,Konami Digital Entertainment,0.09,0.06,0.0,0.01,0.17,71.0,21.0,7.5,24.0,Ubisoft,E,Low
MotoGP 09/10,X360,2010.0,Racing,Capcom,0.07,0.09,0.0,0.02,0.17,69.0,41.0,5.7,41.0,Monumental Games,E,Low
Bratz Kidz,Wii,2008.0,Misc,Game Factory,0.16,0.0,0.0,0.01,0.17,71.0,21.0,7.5,24.0,EKO Software,E,Low
N3 II: Ninety-Nine Nights,X360,2010.0,Action,Microsoft Game Studios,0.06,0.06,0.04,0.01,0.17,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Catwoman,PS2,2004.0,Action,Electronic Arts,0.08,0.06,0.0,0.02,0.17,46.0,35.0,6.9,13.0,Argonaut Games,T,Low
Garfield: Lasagna World Tour,PS2,2007.0,Action,Blast! Entertainment Ltd,0.08,0.06,0.0,0.02,0.17,71.0,21.0,7.5,24.0,EKO Software,E,Low
Teenage Mutant Ninja Turtles: Game Boy Advance Video Volume 1,GBA,2004.0,Misc,Electronic Arts,0.12,0.04,0.0,0.0,0.17,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Bomberman B-Daman,SNES,1996.0,Shooter,Hudson Soft,0.0,0.0,0.17,0.0,0.17,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Monsters vs. Aliens,X360,2009.0,Action,Activision,0.12,0.03,0.0,0.01,0.17,63.0,31.0,6.6,7.0,Beenox,E10+,Low
Beat Down: Fists of Vengeance,PS2,2005.0,Action,Capcom,0.04,0.03,0.09,0.01,0.17,48.0,33.0,8.1,12.0,Cavia Inc.,M,Low
World Destruction League: Thunder Tanks,PS,2000.0,Action,3DO,0.09,0.06,0.0,0.01,0.17,35.0,4.0,1.2,6.0,3DO,T,Low
Terminator 3: The Redemption,PS2,2004.0,Shooter,Atari,0.08,0.06,0.0,0.02,0.17,68.0,29.0,8.0,11.0,Paradigm Entertainment,T,Low
Reloaded,PS,1996.0,Action,Gremlin Interactive Ltd,0.09,0.06,0.0,0.01,0.17,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Sword of the Samurai,PS2,2007.0,Fighting,Ubisoft,0.0,0.0,0.17,0.0,0.17,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Anarchy Reigns,X360,2012.0,Action,Sega,0.12,0.02,0.02,0.01,0.17,73.0,38.0,7.9,105.0,PlatinumGames,M,Low
SSX On Tour,GC,2005.0,Sports,Electronic Arts,0.13,0.03,0.0,0.0,0.17,80.0,27.0,7.5,14.0,EA Canada,E,Low
Bladestorm: Nightmare,PS4,2015.0,Action,Tecmo Koei,0.08,0.04,0.03,0.02,0.17,58.0,33.0,6.5,21.0,Omega Force,T,Low
Fairytale Fights,X360,2009.0,Action,Playlogic Game Factory,0.14,0.02,0.0,0.01,0.17,51.0,47.0,6.2,12.0,"Playlogic, The Game Factory",M,Low
LEGO Marvel Super Heroes,PC,2013.0,Action,Warner Bros. Interactive Entertainment,0.04,0.12,0.0,0.01,0.17,78.0,7.0,8.1,124.0,TT Games,E10+,Low
Hot Wheels: Beat That!,X360,2007.0,Racing,Activision,0.15,0.0,0.0,0.01,0.17,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Ashes Cricket 2009,PS3,2009.0,Sports,Codemasters,0.0,0.15,0.0,0.01,0.17,71.0,21.0,7.5,24.0,Ubisoft,E,Low
James Bond 007: Everything or Nothing,GBA,2003.0,Shooter,Electronic Arts,0.12,0.04,0.0,0.0,0.17,73.0,17.0,8.3,11.0,Griptonite Games,T,Low
Naruto Shippuden: Ultimate Ninja 5,PS2,2007.0,Fighting,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Shrek Extra Large,GC,2002.0,Platform,TDK Mediactive,0.13,0.03,0.0,0.0,0.17,36.0,6.0,5.6,23.0,Digital Illusions,T,Low
Final Fantasy V,PS,1998.0,Role-Playing,SquareSoft,0.0,0.0,0.16,0.01,0.17,71.0,21.0,7.5,24.0,Ubisoft,E,Low
World Tour Soccer 2006,PS2,2004.0,Sports,Sony Computer Entertainment,0.08,0.06,0.0,0.02,0.17,56.0,20.0,6.0,7.0,SCEE London Studio,E,Low
Gunvalkyrie,XB,2002.0,Shooter,Infogrames,0.13,0.04,0.0,0.01,0.17,73.0,28.0,7.3,10.0,Smilebit,T,Low
Camp Rock: The Final Jam,DS,2010.0,Misc,Disney Interactive Studios,0.14,0.02,0.0,0.01,0.17,71.0,21.0,7.5,24.0,Ubisoft,E,Low
NickToons: Racing,PS,2001.0,Racing,Hasbro Interactive,0.09,0.06,0.0,0.01,0.17,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Jillian Michaels Fitness Ultimatum 2011,Wii,2010.0,Sports,D3Publisher,0.16,0.0,0.0,0.01,0.17,71.0,21.0,7.5,24.0,D3Publisher,E,Low
VR Golf '97,PS,1996.0,Sports,Gremlin Interactive Ltd,0.09,0.06,0.0,0.01,0.17,71.0,21.0,7.5,24.0,Ubisoft,E,Low
State of Emergency,XB,2003.0,Action,Take-Two Interactive,0.13,0.04,0.0,0.01,0.17,67.0,21.0,6.3,11.0,VIS Entertainment,M,Low
Off-World Interceptor Extreme,PS,1995.0,Racing,Crystal Dynamics,0.09,0.06,0.0,0.01,0.17,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Sumikko Gurashi: Koko ga Ochitsukundesu,3DS,2014.0,Action,Nippon Columbia,0.0,0.0,0.17,0.0,0.17,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Disney Golf,PS2,2002.0,Sports,Electronic Arts,0.07,0.06,0.02,0.02,0.17,72.0,10.0,8.3,7.0,T&E Soft,E,Low
The Naked Brothers Band: The Video Game,PS2,2008.0,Misc,THQ,0.08,0.06,0.0,0.02,0.17,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Fuzion Frenzy 2,X360,2007.0,Misc,Microsoft Game Studios,0.14,0.01,0.0,0.01,0.17,49.0,47.0,5.2,31.0,Hudson Soft,E10+,Low
Demon Gaze,PSV,2013.0,Role-Playing,Nippon Ichi Software,0.04,0.02,0.08,0.02,0.17,70.0,38.0,7.4,129.0,Experience Inc.,T,Low
Clock Tower II: The Struggle Within,PS,1998.0,Adventure,Human Entertainment,0.02,0.01,0.12,0.01,0.17,49.0,5.0,5.7,7.0,Human Entertainment,M,Low
Batman Beyond: Return of the Joker,PS,2000.0,Action,Ubisoft,0.09,0.06,0.0,0.01,0.17,71.0,21.0,4.3,7.0,Kemco,E,Low
My French Coach,DS,2007.0,Misc,Ubisoft,0.14,0.01,0.0,0.01,0.17,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Backyard NFL Football '10,Wii,2009.0,Sports,Atari,0.16,0.0,0.0,0.01,0.17,71.0,21.0,7.5,24.0,Ubisoft,E,Low
CSI: Fatal Conspiracy,X360,2010.0,Adventure,Ubisoft,0.11,0.04,0.0,0.01,0.17,42.0,9.0,4.8,4.0,Telltale Games,M,Low
Mega Man Network Transmission,GC,2003.0,Platform,Capcom,0.13,0.03,0.0,0.0,0.17,65.0,28.0,7.6,13.0,Arika,E,Low
Densetsu no Stafi 4,DS,2006.0,Platform,Nintendo,0.0,0.0,0.17,0.0,0.17,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon (JP sales),PS2,2008.0,Role-Playing,Atlus,0.0,0.0,0.17,0.0,0.17,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Fairytale Fights,PS3,2009.0,Action,Playlogic Game Factory,0.11,0.03,0.0,0.02,0.17,53.0,34.0,6.0,22.0,"Playlogic, The Game Factory",M,Low
How to Train Your Dragon 2,X360,2014.0,Adventure,Little Orbit,0.05,0.1,0.0,0.01,0.17,71.0,21.0,2.9,7.0,Torus Games,E10+,Low
Tokimeki Memorial: Private Collection,PS,1996.0,Misc,Konami Digital Entertainment,0.0,0.0,0.16,0.01,0.17,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Magical Starsign (US sales),DS,2006.0,Role-Playing,Nintendo,0.14,0.02,0.0,0.0,0.17,71.0,21.0,7.5,24.0,Ubisoft,E,Low
RC Revenge Pro,PS2,2000.0,Racing,Acclaim Entertainment,0.08,0.06,0.0,0.02,0.17,49.0,13.0,7.6,7.0,Acclaim,E,Low
G-Force,X360,2009.0,Action,Disney Interactive Studios,0.11,0.05,0.0,0.01,0.17,68.0,33.0,7.0,9.0,Eurocom Entertainment Software,E10+,Low
Surf's Up,Wii,2007.0,Sports,Ubisoft,0.15,0.0,0.0,0.01,0.17,64.0,9.0,7.5,24.0,Ubisoft Montreal,E10+,Low
Buzz! Brain of the UK,PS3,2009.0,Misc,Sony Computer Entertainment,0.0,0.15,0.0,0.01,0.17,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Backyard Wrestling: Don't Try This at Home,XB,2003.0,Fighting,Eidos Interactive,0.13,0.04,0.0,0.01,0.17,50.0,15.0,5.0,7.0,Paradox Development,M,Low
Gauntlet: Dark Legacy,XB,2002.0,Action,Midway Games,0.13,0.04,0.0,0.01,0.17,54.0,9.0,8.9,10.0,Midway,T,Low
Far East of Eden II: Manji Maru,PS2,2003.0,Role-Playing,Hudson Soft,0.0,0.0,0.17,0.0,0.17,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Time and Eternity,PS3,2012.0,Role-Playing,Nippon Ichi Software,0.06,0.03,0.06,0.02,0.17,42.0,40.0,5.0,78.0,"Image Epoch, Imageepoch",T,Low
Lost Kingdoms,GC,2002.0,Role-Playing,Activision,0.1,0.02,0.04,0.0,0.17,72.0,22.0,8.0,15.0,From Software,T,Low
Brunswick Cosmic Bowling,Wii,2010.0,Sports,GameMill Entertainment,0.16,0.0,0.0,0.01,0.17,71.0,21.0,7.5,24.0,CokeM Interactive,E,Low
Pursuit Force: Extreme Justice,PSP,2007.0,Action,Sony Computer Entertainment,0.07,0.06,0.0,0.03,0.17,73.0,44.0,7.6,11.0,Bigbig Studios,T,Low
Disney Sing It: Family Hits,PS3,2010.0,Misc,Disney Interactive Studios,0.11,0.03,0.0,0.02,0.17,72.0,4.0,7.5,24.0,Disney Interactive Studios,E,Low
Matchbox Cross Town Heroes,GBA,2002.0,Racing,THQ,0.12,0.04,0.0,0.0,0.17,71.0,21.0,7.5,24.0,Ubisoft,E,Low
The Cursed Crusade,PS3,2011.0,Action,DTP Entertainment,0.07,0.06,0.01,0.03,0.17,45.0,17.0,5.0,26.0,Kylotonn,M,Low
Ridge Racer Unbounded,PS3,2012.0,Racing,Namco Bandai Games,0.05,0.09,0.0,0.03,0.17,72.0,20.0,6.0,29.0,Bugbear,T,Low
Wolfenstein 3D,GBA,2002.0,Shooter,BAM! Entertainment,0.12,0.04,0.0,0.0,0.17,57.0,9.0,6.0,7.0,Stalker Entertainment,M,Low
Nobunaga no Yabou: Tenshoki,SNES,1996.0,Strategy,Tecmo Koei,0.0,0.0,0.17,0.0,0.17,71.0,21.0,7.5,24.0,Ubisoft,E,Low
NHL 07,PSP,2006.0,Sports,Electronic Arts,0.13,0.02,0.0,0.02,0.17,76.0,7.0,6.6,23.0,EA Sports,E10+,Low
I'm A Celebrity: Get Me Out of Here!,Wii,2009.0,Misc,Mindscape,0.0,0.16,0.0,0.01,0.17,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Dementium: The Ward,DS,2007.0,Shooter,SouthPeak Games,0.15,0.01,0.0,0.01,0.17,72.0,48.0,7.9,37.0,Renegade Kid,M,Low
Mobile Suit Gundam: Extreme VS Force,PSV,2015.0,Action,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17,57.0,25.0,7.3,15.0,Bandai Namco Games,E10+,Low
Dragon Quest X,3DS,2014.0,Role-Playing,Square Enix,0.0,0.0,0.17,0.0,0.17,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Learning to Spell,DS,2010.0,Misc,505 Games,0.16,0.0,0.0,0.01,0.17,71.0,21.0,7.5,24.0,505 Games,E,Low
TRON: Evolution,DS,2010.0,Action,Disney Interactive Studios,0.11,0.04,0.0,0.01,0.17,58.0,5.0,7.5,24.0,n-Space,E10+,Low
Sudoku Gridmaster,DS,2006.0,Puzzle,Nintendo,0.13,0.02,0.0,0.01,0.17,62.0,14.0,7.5,24.0,AI,E,Low
NASCAR '14,X360,2014.0,Racing,Deep Silver,0.15,0.0,0.0,0.02,0.17,65.0,4.0,5.1,14.0,Deep Silver,E,Low
Super Power League,SNES,1993.0,Sports,Hudson Soft,0.0,0.0,0.17,0.0,0.17,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Bakugan Battle Brawlers: Defenders of the Core,PS3,2010.0,Action,Activision,0.14,0.01,0.0,0.02,0.17,50.0,7.0,7.5,24.0,Now Production,E10+,Low
Green Lantern: Rise of the Manhunters,PS3,2011.0,Action,Warner Bros. Interactive Entertainment,0.09,0.05,0.0,0.02,0.17,61.0,12.0,6.7,17.0,Double Helix Games,T,Low
Street Fighter Alpha 2,SNES,1996.0,Fighting,Nintendo,0.0,0.0,0.17,0.0,0.17,71.0,21.0,7.5,24.0,Ubisoft,E,Low
25 to Life,XB,2006.0,Shooter,Eidos Interactive,0.12,0.04,0.0,0.01,0.17,41.0,20.0,7.2,13.0,"Ritual Entertainment, Avalanche Software",M,Low
Squeeballs Party,DS,2009.0,Puzzle,Performance Designed Products,0.15,0.0,0.0,0.01,0.17,71.0,21.0,7.5,24.0,Eiconic Games,E10+,Low
Naval Assault: The Killing Tide,X360,2010.0,Simulation,505 Games,0.08,0.07,0.0,0.02,0.17,40.0,11.0,4.2,5.0,Artech Studios,T,Low
NASCAR '15,X360,2015.0,Sports,Deep Silver,0.15,0.0,0.0,0.02,0.17,71.0,21.0,3.8,6.0,DMi Games,E,Low
NCAA Basketball 09,PS3,2008.0,Sports,Electronic Arts,0.15,0.0,0.0,0.01,0.17,68.0,17.0,7.5,24.0,EA Canada,E,Low
Sega Superstars,PS2,2004.0,Misc,Sega,0.08,0.06,0.0,0.02,0.17,72.0,28.0,7.0,5.0,Sonic Team,T,Low
